,Cocktail Name,Ingredients
956,Where's the Orgeat?,"2 oz H by HINE, 1 oz Small Hand Foods Orgeat, .75 oz Lemon Juice, .5 oz Luxardo Apricot Liqueur, 3 dash Angostura Bitters"
957,Fortune & Glory,"1.5 oz Chinaco Reposado Tequila, 1 oz Lime Juice, .5 oz H by HINE, .5 oz Small Hand Foods Orgeat, .5 oz Falernum, 2 dash Mole Bitters"
958,Pisco Punch (Adaptation by The Comstock Saloon),"1.5 oz BarSol Selecto Italia Pisco, .75 oz Small Hand Foods Pineapple Gum Syrup, .75 oz Lemon Juice, 3 dash Kaffir Tincture"
959,Cupid's Carrier Pigeon,"1 oz No.3 London Dry Gin, 1 oz Velvet Falernum, .75 oz Pink Pigeon Rum, 1 oz Unfiltered Apple Juice, 1 oz Lime juice, 3 dash Angostura bitters"
960,The Fall 75,"1 oz Junipero Gin, 1 oz Spiced kuri squash purée*, 2 dash Fresh lemon, 2 dash Honey syrup"
961,Kentucky Mai Tai,"1 oz Mezcal, 1 oz Bourbon, .5 oz Lemon, .5 oz Peche de Vigne, .5 oz Cynar, .5 oz Orgeat, 4 dash Angostura Bitters"
962,Drink Lab #16,"2 oz Brandy, .75 oz Orgeat, .75 oz Luxardo Sangue Morlacco Cherry Liqueur, .5 oz Lemon Juice, 10 drops Bittermens Burlesque Bitters"
963,Grey Anchor,"2 oz Hophead Vodka, .75 oz Lime Juice, .5 oz St. Germaine Elderflower Liqueur, .25 oz Luxardo Maraschino Liqueur, 5 drops Bittercube Door County Hop Bitters"
964,Pumpkin & Pecan,"2 oz H by HINE, .5 oz Toasted Pecan Syrup, .75 oz Lemon Juice, .5 oz Cynar, 1 bsp Spiced Pumpkin Butter, 2 dash Cinnamon Tincture"
965,The Red Anchor,"1.75 oz Junipero Gin, .75 oz Lemon Juice, .5 oz Grapefruit Juice, .5 oz Tempus Fugit Kina L'Aero d'Or, .25 oz Ginger Syrup, .25 oz Simple Syrup (1.5 : 1)"
966,Holland House,"1 oz Genever, 1 oz Luxardo Maraschino Liqueur, .5 oz Dry Vermouth, .5 oz Lemon Juice, .5 oz Pineapple Gomme Syrup"
967,Last Samurai,"1 oz Vodka, 1 oz Gin, 1 oz Luxardo Maraschino Liqueur, .5 oz Cointreau"
968,Long Division,"1.5 oz Tequila, 1 oz Luxardo Maraschino Liqueur, .5 oz Aperol, .25 oz Lime Juice"
969,Sidecar,"2 oz HINE Rare VSOP, .75 oz Mathilde Orange XO Liqueur, .75 oz Lemon Juice, 1 tsp Demerara Syrup (2:1)"
970,Spiced Marmalade,"2 oz Junipero Gin, 1 bsp Orange marmalade, .5 oz Lemon juice, 1 oz Orange juice, .25 oz Simple syrup, 2 dash Orange bitters, 4  Cloves torched & muddled"
971,Mezcal Witch,"2 oz Mezcal, .75 oz Lime, .75 oz Strega, .75 oz Simple Syrup, 3-4  Cucumbers muddled, 3-4  Mint leaves, 1 pinch Salt"
972,Italian Margarita,"1.5 oz Maestro Dobel Diamante Tequila, .5 oz Luxardo Amaretto di Saschira, 1 oz Fresh Lime Juice, .25 oz Monin Cane Syrup"
973,A Bloody Shame,"1.5 oz Vodka, .5 oz Luxardo Amaretto di Saschira, .75 oz Blood Orange Vanilla Mint Puree*, .75 oz Lime Juice"
974,Full of Bologna,"1 oz C. Drouin Calvados Selection, 1 oz Luxardo Amaro Abano, .75 oz Pear Watercress Puree, .75 oz Lemon Juice"
975,Donaji,"2 oz Mezcal, .5 oz Fresh Lemon Juice, .5 oz Fresh Lime Juice, .75 oz Agave Nectar"
976,Monkey Gland,"2 oz No.3 London Dry Gin, 1 oz Orange juice, .25 oz Grenadine, 1 dash Duplais Swiss Absinthe Blanche"
977,You Go Glen Coco,"1.25 oz Old Potrero Straight Rye Whiskey (Toasted Coconut Infused)*, .5 oz King's Ginger Liqueur, 1.25 oz Turmeric Coconut Cream**"
978,Just Beet It,"1.5 oz Junipero Gin, 1 oz Beet Thyme Reduction*, .5 oz Licor 43, .5 oz Lemon Juice, .5  Egg White"
979,Nectar of the Amazon,"2 oz Ypioca Cachaca Prata*, 1 oz Passion fruit juice, 1 oz Condensed milk"
980,Thyme for Bed,"1.5 oz Chamucos Blanco Tequila, .5 oz Luxardo Sangue Morlacco Cherry Liqueur, .5 oz Thyme Simple Syrup, .5 oz Lime Juice"
981,Mott and Mulberry,"1 oz Luxardo Amaro Abano, 1 oz Old Overholt Rye, .5 oz Demerara Simple Syrup (1:1), .5 oz Lemon Juice, .75 oz Fuji Apple Cider"
982,Carrier Pigeon (an Airmail with Pink Pigeon),"1 oz Pink Pigeon Rum, .5 oz Lime juice, .5 oz Honey"
983,The King's Mulled Wine,"1 bottle Red Wine, .3 bottle King's Ginger Liqueur, 3 Tbsp Caster Sugar, 2  Lemons, zested (plus flesh of one lemon), 1  Orange, zested, 1 stick Cinnamon, 1 dash Nutmeg, 1  Star Anise"
984,Tea & Sympathy,"1 oz Avua Amburana Cachaça, 1 oz King's Ginger Liqueur, .5 oz Fresh Squeezed Lemon Juice, 1 bag Chai Tea"
985,Huntsman,"2 oz Pink Pigeon Rum, 1 cube Brown Sugar"
986,The Callas Cocktail,"1 oz Luxardo Bitter Bianco, .75 oz No.3 London Dry Gin, 1 bsp Pomegranate Cordial*, 1.25 oz Brachetto, 1  Sugar Cube, 8 dash Tempus Fugit Abbott's Bitters"
987,Mauritian Buck,"40 ml Pink Pigeon Rum, 40 ml Pressed apple juice,   Ginger ale,   Absinthe,   Lemon zest"
988,The Cavalier White Lady,"1 oz Junipero Gin, .75 oz Creole Shrub, .75 oz Lemon juice, .25 oz Lemon bitters, .5 oz Simple syrup, 1  Egg white"
989,Winter Season,"2 oz Barr Hill Honey Gin, 1 oz Lemon Juice, .25 oz Liquid Alchemist Orgeat, .25 oz Luxardo Maraschino Liqueur, 1 bsp Dijon Blue Curaçao"
990,Land of Valencia,".75 oz Luxardo Bitter Bianco, 1.5 oz Bols Genever, .5 oz Clarified Coconut Sugar Blood Orange Cordial*, 1 dash Copper & Kings Absinthe"
991,Smashing Great Pumpkins,"1.5 oz Pumpkin vodka, .75 oz New York Apple Whisky, .75 oz King's Ginger Liqueur, .5 oz Hot water"
992,Green and Gold,"750 ml bottle Karlsson's Gold Vodka, 5 sprigs Dill, 2 cloves Crushed Garlic, 1  Lemon Peel (white pith removed and julienned), 1 Tbsp Whole Peppercorns"
993,Deviled Negroni ,"1 oz No.3 London Dry Gin, 1 oz Maurin Quina, 1 oz Luxardo Bitter"
994,El Mustavo,"2 oz Mezcal, 1 oz Tempus Fugit Alessio Vermouth Chinato, 1 oz Campari, 2 dash Rhubarb Bitters, 2 dash Orange Bitters"
995,Temple of the Moon,"1 oz Junipero Gin, 1 oz BarSol Primero Quebranta Pisco, 1 oz Amaro Sibilla, .25 oz Simple syrup,  rinse St. George Absinthe, 3 drops Fee Brothers Orange Flower Water"
996,Clear Intentions,"1.5 oz Luxardo Bitter Bianco, .5 oz Krogstad Aquavit, 1 bsp Luxardo Apricot Liqueur, 1 dash Orange Cream Citrate, 1.25 oz Almond Cream Soda"
997,The Queen Mother,"1.75 oz Bombay Dry Gin, .75 oz Dubonnet Rouge, .5 oz King's Ginger Liqueur, 3 dash Lemon-Celery Bitters*"
998,Espèce de Sazerac,"1 oz H by HINE, .5 oz Old Overholt Straight Rye Whiskey, .5 oz Rittenhouse Straight Rye Whisky, 1 bsp Rich Demerara Simple Syrup, 3 dash Peychaud's Bitters"
999,Kanazawa,"2 oz Nikka Coffey Grain Whisky, .75 oz Dry Vermouth, .25 oz Luxardo Amaro Abano, 1 bsp Luxardo Maraschino Liqueur, 1 dash Angostura Bitters"
1000,Frisco San,"1.5 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .75 oz BarSol Perfecto Amor (Aperitif Wine), .25 oz Benedictine, 1 dash Angostura Bitters"
1001,Sidewinder,"2 oz H by HINE, .5 oz Apple Brandy, .25 oz Benedictine, .25 oz Yellow Chartreuse, 1 dash Vieux Pontarlier Absinthe Francaise Superieure, 1 dash Peychaud's Bitters"
1002,Sade's Taboo,"2 oz H by HINE, .75 oz Cocchi Americano, .75 oz Dolin Rouge Vermouth, 1 dash Bittermens Hopped Grapefruit Bitters"
1003,Conference,".5 oz H by HINE, .5 oz Rye Whiskey, .5 oz Bourbon, .5 oz Calvados, 1 tsp Demerara Syrup, 2 dash Angostura Bitters, 1 dash Bittermens Xocolatl Mole Bitters"
1004,Piedra de sol,"1.5 oz Mezcal, .75 oz Montenegro Amaro Liquore Italiano, .75 oz Calisaya Liqueur, 2 dash Regans' Orange Bitters No. 6"
1005,Parisian Manhattan,"2 oz H by HINE, 1 oz Cocchi Americano Rosa, 1 dash Angostura Bitters, 3 drops Bittercube Cherry Bark Vanilla Bitters"
1006,Improved Whisky Cocktail,"2 oz Nikka Whisky Taketsuru Pure Malt 12 YO, 1 dash Luxardo Maraschino Liqueur, 1 dash Pontarlier Anis"
1007,Day For Night,"1.5 oz C. Drouin Calvados Selection, .5 oz La Quintinye Vermouth Rouge, .25 oz Pedro Ximenez Sherry, .25 oz Cannella Cinnamon Cordial, 1 dash Angostura bitters"
1008,Canary vs. the Coal Mine,".5 oz Old Forester Bonded Bourbon, .5 oz H by HINE, 1 oz Rock & Rye, 1 oz Cocchi Americano Rosa,   Activated Charcoal"
1009,In HINEsight,"1.5 oz H by HINE, 1 oz Luxardo Bitter, .5 oz Quady Muscat Wine"
1010,Cherry Bark Martinez,"2 oz Old Tom Gin, .75 oz Carpano Antica, 1 spoon Luxardo Maraschino Liqueur, 1 dash Angostura bitters, 2 dash Bittercube cherry bark bitters"
1011,Coos Bay,"1.5 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .5 oz Etter Zuger Kirsch, .5 oz Doug Fir Riesling Syrup*, 15 dash Kombu tincture**"
1012,Divine Aspect,"1 oz No.3 London Dry Gin, 1 oz Apple-infused Wild Turkey Bourbon 101, 1 oz Luxardo Apricot Liqueur"
1013,Above My Pay Grade,"1.5 oz Semper Fi White Whiskey, .75 oz Chateau de Montifaud Pineau des Charentes Rose, .75 oz Tempus Fugit Gran Classico Bitter, 3 dash House-made Citrus Bitters"
1014,Manhattan,"2 oz Rye or Bourbon Whiskey, 1 oz Tempus Fugit Spirits Alessio Vermouth di Torino, 2 dash Tempus Fugit Abbott's Bitters"
1015,Polish Penance,"1.5 oz House-made Slivovitz (Plum Brandy), 1 oz Chamomile Tea-Infused Noilly Prat Dry Vermouth, .5 oz King's Ginger Liqueur, 3 dash Peychaud's Bitters"
1016,Sloe & Steady,"1.5 oz C. Drouin Calvados Selection, .75 oz Spirit Works Sloe Gin, .5 oz Bonal, 4 drops Black Salt Tincture"
1017,50/50 Split,"1.5 oz Junipero Gin, .75 oz Dry Vermouth, .75 oz Tempus Fugit Alessio Vermouth Bianco, 1 dash The Bitter Truth Orange Bitters"
1018,Mayahuel's Revenge,"1.5 oz Chinaco Blanco Tequila, 1 oz Vermut Vermouth, .5 oz Giffard Banane du Brésil, 3 dash Bittercube Jamaican #2 Bitters"
1019,The Commissioner's Trophy #3,"1.5 oz No.3 London Dry Gin, 1 oz Amaro, .5 oz BarSol Perfecto Amor (Aperitif Wine), .5 oz Strawberry shrub"
1020,Alaska Cocktail,"2.25 oz No.3 London Dry Gin, .75 oz Green Chartreuse, 3 dash Orange bitters"
1021,Bushido Cocktail,"2 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .5 oz Pedro Ximenez Sherry, 2 dash Angostura Bitters"
1022,Abrazo Latino,"1.5 oz Chinaco Reposado Tequila, .75 oz Luxardo Amaro Abano, .75 oz Luxardo Triplum (Triple Sec)"
1023,Peruvian Wish (Adapted),"1.5 oz BarSol Pisco, .75 oz Luxardo Amaro Abano, .75 oz Luxardo Maraschino Liqueur"
1024,The Awen,"1.5 oz Pot still-style Irish Whiskey, .5 oz Luxardo Maraschino Liqueur, 1 oz Cocchi Americano, 1 dash Orange Bitters"
1025,Nikka's Golden Cherry,"2 oz Nikka Coffey Grain Whisky, .5 oz Luxardo Maraschino Liqueur, .75 oz Dry Vermouth Infusion*, 2 dash Bittermens Burlesque Bitters,  top Lemon Foam**"
1026,Bird on a Wire,"1.5 oz Pink Pigeon Rum, .5 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .5 oz Peychaud's Bitters, .5 oz Luxardo Maraschino Liqueur"
1027,Kind of Fancy,"1.5 oz H by HINE, .75 oz Wild Turkey 101 Rye, .5 oz Bin 27 Port, .25 oz Yellow Chartreuse, 2 dash Mole Bitters"
1028,Cherry Shandy,"1.5 oz Luxardo Sangue Morlacco Cherry Liqueur, 6 oz IPA"
1029,Playa Matalan (Mezcal Negroni),"2 oz Mezcal, .75 oz Tempus Fugit Alessio Vermouth Chinato, .75 oz Tempus Fugit Gran Classico Bitter, 2 dash Tempus Fugit Abbott's Bitters"
1030,Party in the Agave Fields,"2 oz Mezcal, .75 oz Luxardo Triplum (Triple Sec), .75 oz Luxardo Amaro Abano, 3 dash Tempus Fugit Abbott's Bitters"
1031,The Pink Aperitivo,"30 ml Pink Pigeon Rum, 15 ml Luxardo Aperitivo, 15 ml Red Vermouth, 2 dash Peychaud's Bitters"
1032,Nikka Earl Grey,"2.5 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .5 oz Honey, .5 oz Earl Grey Syrup,   Smoked Malt"
1033,Mean Martinez,"1.5 oz Old Tom Gin, 1 oz Lustau East India Solera, .5 oz Grand Poppy Liqueur"
1034,Astoria,"2 oz Junipero Gin, 1 oz Dry Vermouth, 1-2 dash Orange Bitters"
1035,Cherry Champagne Cocktail,"4 oz Champagne or Prosecco, 1 oz Tart Cherry Juice, .5 oz Luxardo Maraschino Liqueur, 4 dash Mole Bitters, 1 bsp Luxardo Amaro Abano"
1036,The Chief,"1.5 oz Junipero Gin, .75 oz Cocchi Americano, .5 oz Salers Gentiane Aperitif, 2 drops Black Licorice-Infused Angostura Bitters, 1 drop Sea Salt Tincture"
1037,El Cortez,"1 oz Luxardo Apricot Liqueur, 1.5 oz Chinaco Reposado Tequila, 2 oz Dry Riesling"
1038,The Lady Whisper,"1 oz Aged Rum, 1 oz Old Potrero Straight Rye Whiskey, .5 oz Luxardo Apricot Liqueur, .5 oz Luxardo Sangue Morlacco Cherry Liqueur, 2 dash Bitters"
1039,Angel Face (Classic),"1 oz Luxardo Apricot Liqueur, 1 oz C. Drouin Calvados Selection, 1 oz No.3 London Dry Gin"
1040,Improved Calvados Cocktail,"2 oz C. Drouin Calvados Selection, 1 bsp Benedictine, 1 bsp Green Chartreuse, 1 bsp Small Hand Foods Gum Syrup, 2 dash Angostura Bitters"
1041,Dirt Nap,"1.5 oz Noilly Prat Dry Vermouth*, .75 oz Oloroso Sherry, .75 oz King's Ginger Liqueur"
1042,Cherry Blossom Martini,"2 oz Karlsson's Gold Vodka, 1 oz Dolin Dry Vermouth, .25 oz Luxardo Maraschino Liqueur, 6 dash Celery Bitters"
1043,Pineapple Express,"1 oz Charbay Ruby Red Grapefruit Vodka, 1 oz Vya Dry Vermouth, .75 oz Hophead Vodka, .25 oz Small Hand Foods Pineapple Gum Syrup"
1044,Iron Fist in a Velvet Glove,"1.25 oz Lillet Rose, .75 oz BarSol Primero Quebranta Pisco, .75 oz Prata Cachaca, .25 oz Velvet Falernum"
1045,The Fritz,".75 oz Junipero Gin, .75 oz Luxardo Maraschino Liqueur, .75 oz Peychaud's Bitters, .75 oz Punt e Mes"
1046,Lonesome George,"1.25 oz Apricot-Infused H by HINE, 1 oz Napoleon Amontillado, .25 oz Mandarine Napoléon, .5 oz Lazzaroni Amaro"
1047,Under the Sun,"1.5 oz Plantation Pineapple Rum, 1 oz BarSol Perfecto Amor (Aperitif Wine), .5 oz Ancho Reyes, 3 dash House-made Roasted Banana Bitters"
1048,B-String,"1.5 oz H by HINE, 1 oz Lustau Amontillado Sherry, .5 oz Giffard Banane du Brésil, 3 dash House-made Roasted Banana Bitters (or Bittermens Tiki Bitters)"
1049,The Silver Cocktail,"1.5 oz Junipero Gin, 1.5 oz Dry Vermouth, .25 oz Luxardo Maraschino Liqueur, 2 dash Orange Bitters"
1050,Obituary Cocktail,".25 oz Mansinthe Absinthe, 2 oz Genevieve Gin, .25 oz Tempus Fugit Alessio Extra Dry Vermouth"
1051,Bourbon Crusta,"2 oz Bourbon, .25 oz Orchard Syrup, .25 oz Lemon Juice, 1 bsp Luxardo Triplum (Triple Sec), 1 bsp Luxardo Maraschino Liqueur, 3 dash Boker’s Bitters"
1052,International Mistress,"1.5 oz Amaro Nonino Quintessentia, .75 oz Lemon Juice, .5 oz Mezcal, .5 oz Small Hand Foods Orgeat, 2 oz Soda Water"
1053,Mezcal Coffee Old Fashioned,"2 oz Mezcal, .5 oz Rich coffee syrup*, .5 oz Amargo Vallet"
1054,Scotch Joplin,"2 oz Ardbeg Ten, .75 oz Luxardo Aperitivo, .5 oz The Genuine Curacao Liqueur Orange, 5 dash Orange Bitters"
1055,Virgil St.,"1 oz Mezcal, .75 oz Tempus Fugit Alessio Vermouth di Torino Rosso, .5 oz Old Tom Gin, .5 oz Tempus Fugit Kina L'Aero d'Or, 1 dash Duplais Swiss Absinthe Verte"
1056,The Hollinger Manhattan,"2 oz Rittenhouse Rye, .5 oz Sweet Vermouth, .25 oz Luxardo Maraschino Liqueur, .25 oz Duplais Swiss Absinthe Verte"
1057,The Claridge,"2.25 oz Gin, 2.25 oz Dry Vermouth, .75 oz Luxardo Apricot Liqueur, .75 oz Cointreau"
1058,Venetian,".5 oz Luxardo Amaretto di Saschira, .5 oz Campari, .5 oz Dry Vermouth"
1059,The Professor,"1.5 oz Nikka Coffey Grain Whisky, .75 oz Madeira, .75 oz Dolin Dry Vermouth, .25 oz Nux Alpina Walnut Nocino Liqueur, 1 dash Angostura Bitters"
1060,Cullerton Street,"2 oz Barley Tea-Infused Nikka Coffey Grain Whisky*, .25 oz Verjus Blanc, .25 oz Kummel Liqueur, .75 oz Pineau des Charentes, 1 tsp Demerara Sugar Syrup"
1061,Doctor's Orders,"1.75 oz Junipero Gin, .75 oz Dry Vermouth, .25 oz Curacao, 1 dash Tempus Fugit Abbott's Bitters"
1062,Creole,"1.5 oz H by HINE, .75 oz Clement Creole Shrubb, .75 oz Fino Sherry, 2 dash Orange Bitters"
1063,Coffee & Clove,"1.5 oz Nikka Coffey Grain Whisky, .75 oz Manzanilla Sherry, .75 oz Orange Liqueur, 2 dash Clove Tincture"
1064,Swedish Nightingale,"1.5 oz No.3 London Dry Gin, .5 oz Maurin Quina, .25 oz Pineapple Gomme Syrup, 1 bsp Peated Kola Nut Tincture, 2 dash Angostura Bitters"
1065,Nigamono,"2 oz Nikka Coffey Grain Whisky, .75 oz Maurin Quina, .75 oz Luxardo Amaro Abano"
1066,Gran Classico Negroni,".75 oz Tempus Fugit Gran Classico Bitter, .75 oz No.3 London Dry Gin, .75 oz Tempus Fugit Alessio Vermouth di Torino Rosso"
1067,Pink Mojito,"2 oz Pink Pigeon Rum, .25 oz Simple syrup, 2 oz Cranberry juice, 1 fill Club soda,   Mint leaves, 1 whole Lime, juiced"
1068,Karlsson's Winter Punch,"750 ml bottle Karlsson's Gold Vodka, 5 oz Pomegranate Juice, 9 oz Cranberry Juice, 9 oz Aperol, 4 oz Simple Syrup (equal parts sugar and water), 3  Star Anise, 5  Cloves, 4  Allspice Berries, 3  Cinnamon Sticks, 2 oz Orange Peel"
1069,The Boys of Summer Cup,"1 oz No.3 London Dry Gin, 1 oz Dolin Rouge Vermouth, .5 oz The Genuine Curacao Liqueur Orange, .5 oz King's Ginger Liqueur, .25 oz Chareau Liqueur, .5 oz Fresh Lemon Juice,  top Fever-Tree Bitter Lemon"
1070,Brisa del Sur,"1.5 oz BarSol Selecto Italia Pisco, .5 oz Rocoto passion fruit reduction, .5 oz Fresh lime juice, .5 oz Simple syrup"
1071,Bianco Americano,"1.5 oz Luxardo Bitter Bianco, 1 oz Tempus Fugit Kina L'Aero d'Or, .5 oz Junipero Gin"
1072,Soleo,"1 oz Luxardo Limoncello, 1 oz Herbal Liqueur"
1073,Vieja Moda,"2 oz Chinaco Anejo Tequila, 1 tsp Cinnamon-Clove Syrup*, 4 drops Bittermens Hellfire Habanero Shrub Bitters, 1 peel Grapefruit"
1074,Flambeed Brandy Alexander,"2 oz H by HINE, 1 oz Tempus Fugit Creme de Cacao, 1 oz Cream (steamed as for a cappuccino)"
1075,PB&K Old Fashioned,"1 oz Karlsson's Gold Vodka, 1 oz Cognac, .5 oz Benedictine, 1 tincture Angostura Bitters, 1 tincture Peychaud's Bitters, 1 pc Lemon Twist, 1 pc Orange Twist,   Peanut Butter Powder"
1076,Fiery Clydesdale,"1.5 oz Pusser's Blue Label Rum , .5 oz King's Ginger Liqueur, .5 oz Ginger Syrup, .25 oz Lime Juice,  top Homemade Pink Grapefruit Soda"
1077,Mister Gingy,"1 oz King's Ginger Liqueur, 1 oz Glenrothes Vintage Reserve, .75 oz Pineapple Gum, .75 oz Lemon Juice, 2 dash Angostura Bitters"
1078,Negroni Sorbetto,".5 oz Junipero Gin, .5 oz Luxardo Bitter, .5 oz Tempus Fugit Alessio Vermouth Bianco, .5 oz Dry Vermouth, 1 scoop Orange Sorbet, 2 drops Bittermens Orange Cream Citrate"
1079,"Amaretto Jello Shot, Why Not","2 cups Boiling water, 6 packages Raspberry Jello packages, 1.25 cup Luxardo Amaretto di Saschira, .25 cup Fresh lime juice, .5 cup Cold water"
1080,Local Edition Punch,"12 bottles H by HINE, 4 bottles Luxardo Apricot Liqueur, 1 bottle King's Ginger Liqueur, 1 bottle Luxardo Aperitivo, 4 bottles Lemon juice"
1081,Classic Lolita,"2 oz Nikka Whisky Taketsuru, .5 oz Okinawa sugar, .5 oz Soda, 2 dash Orange Bitters, 2 dash Old Fashioned Bitters"
1082,Bloody Swede,"2 oz Karlsson's Gold Vodka, 2 oz Bloody mix*, 1  Caper berry, 1  Celery stalk, 1  Cherry tomato, 1  Pepperoncini, 1  Pickled okra, 1  Cocktail onion, 1  Pipparas Pepper, 1  Lemon slice, 1  Jalapeno stuffed olive"
1083,Ju-Ju Hurricane,"1 oz Luxardo Amaretto di Saschira, .25 oz Briottet Creme de Cassis, 2 oz Pink Pigeon Rum, 1 oz No.3 London Dry Gin, 1 oz Gossling's 151 Rum, 2 oz Grapefruit Juice, 2 oz Pineapple Juice"
1084,Bay Shandy,"2 oz Pink Pigeon Rum, 1.5 oz Blood Orange Juice,  float Ale"
1085,II Piacere,"1.5 oz English Harbour Rum, .5 oz Luxardo Angioletto (Hazelnut Liqueur), .5 oz Luxardo Sangue Morlacco Cherry Liqueur, .5 oz Fresh lemon juice, .25 oz Luxardo Maraschino Cherry/Cherries, 1  Egg white, 4 dash Bittermens Boston Bittahs"
1086,True Dish,"1 oz No.3 London Dry Gin, .5 oz Luxardo Angioletto (Hazelnut Liqueur), .5 oz Luxardo Amaretto di Saschira, .5 oz Cinnamon honey syrup, .25 oz Luxardo Limoncello, 1 dash Orange blossom water, 1 whole Egg"
1087,The Fifth Star,"1.5 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .5 oz Luxardo Amaretto di Saschira, .5 oz Luxardo Bitter, .5 oz Luxardo Fernet, .25 oz Lustau Dry Olorosso Sherry,  oz La Colombe Cold Draft Coffee"
1088,California Aurora,"1.5 oz Luxardo Aperitivo, .5 oz Luxardo Apricot Liqueur, .5 oz Honey syrup, .75 oz Fresh lemon juice, 4 dash California Poppy Oil, 1 float Anchor California Lager, 6  Fresh Sage leaves"
1089,Plum Loco,"1.5 oz Luxardo Slivovitz, .5 oz Junipero Gin, .75 oz Grapefruit Juice, .5 oz Coco KJ (House-made Coco Lopez), .25 oz Luxardo Limoncello, 1 dash Angostura Bitters"
1090,Port's North Fogcutter Cup,"1 oz Luxardo Aperitivo, .5 oz Luxardo Apricot Liqueur, 1 oz Napa Valley Moscato Late Harvest (Mondavi Moscato d'Oro), 1 oz Dry Amontillado Sherry, .75 oz Lemon Juice, .5 oz Junipero Gin, .5 oz House-made Orgeat, 15 microdrops Cinnamon Tincture"
1091,Mayan Sacrifice,"1.5 oz Chinaco Blanco Tequila, .5 oz D'Arisit Xtabentun Honey Liqueur"
1092,"Lox, Stock & Two Smoking Barrels","  Glenrothes Vintage Reserve,   Coffee-Infused Lustau East India Solera,   Cinnamon Syrup,   Milk"
1093,Speyside Highball,"1.5 oz Glenrothes Vintage Reserve, 1 oz Tuaca, .75 oz Lemon Juice, .75 oz Lemon Verbana Simple,  top Soda"
1094,The Shah's Shandy,"1 oz King's Ginger Liqueur, .5 oz No.3 London Dry Gin, .75 oz Meyer lemon juice, .25 oz Rich simple syrup (2:1 sugar to water), 3 oz Anchor Liberty Ale"
1095,Elderfashion,"2 oz Hirsch Small Batch Reserve Bourbon, 1 oz Pages Elderflower Syrup, 1 dash Angostura bitters"
1096,Lychee & 3,"1.5 oz No.3 London Dry Gin, .5 oz Dry Vermouth, .5 oz King's Ginger Liqueur, .75 oz Yuzu, .75 oz Lychee Puree, .5 oz Simple Syrup,   Basil Leaves"
1097,Mauritian Sunrise,"1.5 oz Pink Pigeon Rum, 2 oz Orange Juice, 1 float Luxardo Aperitivo"
1098,My Spicy Valentine,"1.5 oz Karlsson's Gold Vodka, 1 oz Creme de Cacao, .5 oz Orange liqueur, 2 oz Milk, 3 dash Chocolate bitters"
1099,Five Star Cocktail,"1.5 oz King's Ginger Liqueur, .5 oz B.G. Reynolds Cinnamon syrup, .5 oz Grapefruit juice, .5 oz Lemon juice, .5 oz Luxardo Amaro Abano, 1 dash Bar Keep fennel bitters"
1100,Doitashimashie,"2 oz Nikka Coffey Grain Whisky, .25 oz Demerara Syrup, 1 dash Angostura bitters"
1101,Lucky No.3,"1.5 oz No.3 London Dry Gin, 1 oz Luxardo Aperitivo, .75 oz Tempus Fugit Alessio Vermouth di Torino Rosso, 1 dash Grapefruit Bitters, 1 pinch Kosher Salt"
1102,Motel Nacional,"1.5 oz Chinaco Blanco Tequila, .5 oz Luxardo Apricot Liqueur, .75 oz Lime juice, 1 oz Fresh Pineapple juice, .5 oz Simple syrup, 1 oz Soda water"
1103,Southside Fizz,"2 oz No.3 London Dry Gin, 1 oz Simple syrup, .75 oz Lime juice, 4 leaves Mint leaves,  oz Fever Tree Club Soda"
1104,Champagne Sidecar,".75 oz H by HINE, .75 oz Luxardo Triplum (Triple Sec), .5 oz Lemon juice, .25 oz Simple syrup, 1 oz Champagne"
1105,Pisco Sling,"1.5 oz BarSol Primero Quebranta Pisco, .5 oz Luxardo Sangue Morlacco Cherry Liqueur, .25 oz Luxardo Triplum (Triple Sec), .25 oz Benedictine, 2 oz Pineapple juice, .5 oz Lime juice, .25 oz Grenadine"
1106,T&T,"1.5 oz Chinaco Reposado Tequila, .5 oz Luxardo Aperitivo, 3 oz Fever-Tree Tonic Water"
1107,Scottish Fruit Tart,".75 oz Glenrothes Vintage Reserve, .75 oz Luxardo Sangue Morlacco Cherry Liqueur, .75 oz Sweet Vermouth, .75 oz Fresh Orange Juice"
1108,The Greatest Punch on Earth,"4 oz Don Cesar Pisco, 1 oz Luxardo Triplum (Triple Sec), 4 oz Apple Cider, 2 oz Oloroso Sherry, 1 oz Sherry Vinegar,   Regans' Orange Bitters,   Angostura Bitters"
1109,3 & Tree Tonic,"1.5 oz No.3 London Dry Gin,  top Fever-Tree Tonic Water"
1110,The King's Ginger Truffles ,"1 1/2 cups Good quality dark chocolate, 1 cup Double cream, 5 Tbsp The King's Ginger, 1 tsp Finely chopped drained stem ginger in syrup"
1111,Kerouac,"1.5 oz Chinaco Reposado Tequila, .5 oz Gran Classico, .5 oz Luxardo Triplum (Triple Sec), .5 oz Lime, .5 oz Grapefruit,  top Soda"
